district,year,institute_id,institute_name,program,gender,enrolled
Cuttack,2017,ddbd7d5c-6b78-4cf1-a262-058942c4c311,Nilachal Technical Institute,Data Entry,Other,2520
Rourkela,2016,809894c9-d7e1-428a-bca3-25a0b3ba5df7,Chilika Skills Center,Electrician,Other,--
Bhubaneswar,2022,de4dd5df-7753-4304-8f51-bab4c96ebcad,Utkal Technical Institute,Welder,Other,NaN
Bhuvaneshwar,2022,fe385254-0a1f-4fcb-b531-9da6f5e5f982,Kalinga Technical Institute,Electrician,Male,2549
Puri,2017,f4b2333d-e22e-48d5-b2df-7267b59946e2,Nilachal Skills Center,Data Entry,Other,NaN
Bhuvaneshwar,2016,376b3045-2c28-4fde-adad-91d6d3789ce5,Chilika Training Institute,Mechanic,Female,NaN
Sambhalpur,2024,1cae72f7-8b84-4168-9356-5b92a22002a5,Kalinga ITI,Data Entry,Male,1181
Sambalpur,2017,70fc3404-1486-40f7-8415-97ef23d24b8f,Jagannath Training Institute,Fitter,Male,NaN
Bhubaneswar,2023,df8a40cb-cade-4081-a308-244810292c12,Jagannath Training Institute,Mechanic,Male,139
Bhubaneswar,2023,a7622252-9f41-423f-90e5-e13d86bd6f22,Kalinga Vocational College,Welder,Female,273
Rourkela,2020,3ae52c8d-c007-46c6-91f8-ce94b9b90b8f,Barabati Skills Center,Welder,Male,--
Sambalpur,2017,4ea5258f-dc58-4b2e-b1cc-fa4a5a722e69,Odisha Skills Center,Data Entry,Female,850
Bhuvaneshwar,2024,ae96ec12-bde1-48a1-b170-54c9acbc1fa0,Nilachal ITI,Welder,Female,NaN
Sambalpur,2024,e0986ed7-51f5-447b-bfc6-cf2bda030e73,Utkal Training Institute,Data Entry,Female,251
Rourkela,2016,1eb8a9b5-d233-402a-b447-9d5e2397560f,Bhubaneshwar ITI,Data Entry,Male,--
Rurkela,2022,70f4d484-2946-4638-a735-5bf212133d64,Odisha Skills Center,Electrician,Female,716
Cuttack,2020,94d2f8d0-f2af-4671-9132-4cb8bfcbdd99,Barabati Training Institute,Data Entry,Female,NaN
Purry,2020,db4c0d45-c1e6-478a-be81-d07d6c510a95,Chilika Technical Institute,Electrician,Other,220
Bhuvaneshwar,2016,37ab4b4f-d116-4c97-a422-42a77f7fcbe8,Konark ITI,Welder,Male,NaN
Bhuvaneshwar,2024,9b382672-4e49-4654-9672-2a67120129ac,Utkal Training Institute,Mechanic,Other,274
Puri,2016,3d154071-34b2-498e-b437-7816d75cfde4,Kalinga Technical Institute,Data Entry,Male,NaN
Puri,2019,e5cd69f3-1aeb-4382-bcef-304bfd9386d9,Konark Skills Center,Welder,Male,727
Bhubaneswar,2024,80fd884c-88f8-416e-bf0e-46f40422553c,Odisha Skills Center,Mechanic,Male,NaN
Purry,2015,3da0fe55-f957-48a0-a977-1f73671a9f03,Chilika ITI,Data Entry,Other,1294
Sambalpur,2019,bb64915f-6e96-4d8c-9100-544b0dc856a6,Bhubaneshwar Vocational College,Mechanic,Female,96
Sambhalpur,2021,f898d571-c80e-4430-9596-9a0ec4502a4c,Nilachal Vocational College,Welder,Male,--
Purry,2022,ac5f7e72-4269-43a6-a37c-9c1094dae941,Kalinga ITI,Data Entry,Female,--
Purry,2023,3c20dbe6-06d9-4835-86be-ac5ad49d3c77,Odisha Skills Center,Fitter,Female,61
Sambalpur,2016,18744fe8-8855-422a-ad82-f05ad064dc38,Jagannath ITI,Welder,Male,275
Rourkela,2022,3e530429-04ca-46c4-8d19-3f76826a17bb,Jagannath Skills Center,Mechanic,Female,--
Sambhalpur,2021,8c11798c-4c3f-42f3-aae0-151cb479d898,Nilachal Skills Center,Mechanic,Male,187
Sambhalpur,2016,17b9d89e-b71b-4fc7-9f4a-0227f3ab7616,Cuttack ITI,Electrician,Other,--
Cuttackh,2024,0b667998-eaee-43de-8995-4f3dad714fa3,Utkal Skills Center,Welder,Female,269
Rourkela,2021,272f5443-8034-4aec-9156-3f5b21056f8c,Barabati Skills Center,Electrician,Male,49
Cuttackh,2023,40b946c8-b4d8-4135-9367-cec94df7170f,Barabati Vocational College,Fitter,Male,1101
Purry,2021,729f0c10-1655-4da4-8b41-d6a006138a83,Chilika Technical Institute,Mechanic,Male,--
Bhuvaneshwar,2017,4304b63a-848e-44dc-a27c-bee60ba89629,Konark Training Institute,Fitter,Male,1529
Puri,2016,6cb35ce2-100b-4f50-ac33-3aeaf8f6bf24,Chilika Skills Center,Electrician,Female,1423
Bhubaneswar,2024,886ffdb2-7878-4136-8cd6-d040a2688532,Jagannath Technical Institute,Data Entry,Female,NaN
Cuttackh,2019,a1e0c35e-cae3-4071-a43b-46b47213d4a3,Barabati Vocational College,Electrician,Male,NaN
Cuttackh,2019,10716f20-c26d-430c-af08-0fd0310a1455,Konark ITI,Electrician,Female,--
Bhubaneswar,2017,92ede27c-9b48-4b24-9160-0f57481395fa,Jagannath ITI,Data Entry,Other,--
Bhubaneswar,2019,daa21fe9-ea2d-42cb-9ca4-1a1f7a6e69fa,Odisha Skills Center,Data Entry,Other,NaN
Bhubaneswar,2022,20dc25c9-aa2c-44ac-b5a9-f2b302c02fbc,Konark Technical Institute,Fitter,Male,NaN
Rourkela,2020,300da02b-47b4-4a3d-8546-085ff66feb4e,Nilachal Skills Center,Electrician,Female,--
Bhubaneswar,2023,7ede0a0a-aa0f-4335-8fb7-1ca6a4ec1371,Utkal Training Institute,Fitter,Female,1923
Bhubaneswar,2020,3476581f-b967-456d-b68a-2097417cf2ed,Konark ITI,Welder,Female,1031
Purry,2015,1abec6a6-2134-40f4-8e31-031d4e8995c9,Utkal ITI,Electrician,Other,--
Sambalpur,2023,10fbe0fc-5c79-4053-a94e-c9d50b1b74cc,Cuttack Technical Institute,Electrician,Male,1073
Bhuvaneshwar,2018,0553d964-ce06-40c5-8b84-1a34deec0066,Konark Skills Center,Fitter,Other,2305
Sambhalpur,2023,007f6bd0-6525-4940-97ec-b2ab4b5293e4,Odisha Training Institute,Electrician,Other,87
Puri,2017,4ad3e848-a106-4c7c-8311-933810cd81bb,Chilika Training Institute,Mechanic,Male,2970
Cuttack,2017,3c027c08-1f38-4fb0-b303-dccc1c4b5f94,Kalinga Technical Institute,Mechanic,Other,168
Purry,2016,f5c55f84-557e-4697-9dcb-885056130c51,Kalinga ITI,Welder,Female,--
Purry,2018,4dafa6bd-923b-4822-b488-f853bec55770,Jagannath Skills Center,Mechanic,Other,120
Bhuvaneshwar,2016,78ec798b-b883-4e4e-8c1d-7fd52216a46c,Odisha Technical Institute,Mechanic,Female,274
Cuttackh,2016,2590d4fb-ff9e-4f08-b9cc-2915c284d2f5,Odisha ITI,Welder,Female,1807
Rourkela,2022,add3f1b4-20be-43b6-ae53-61acaf4413c8,Nilachal Training Institute,Fitter,Male,82
Cuttack,2017,5b7aae49-f5c8-452d-98c7-9f9c3b65c1be,Nilachal Technical Institute,Fitter,Other,NaN
Sambhalpur,2021,fedadee6-dc51-4e4a-8149-06fd6c5afa87,Kalinga Technical Institute,Mechanic,Female,237
Bhuvaneshwar,2021,a82cff5f-2166-4e82-b6d9-46e6b144544f,Barabati ITI,Electrician,Male,NaN
Purry,2017,cb7f47c9-60b5-48dd-bd37-0e2815c83934,Barabati Training Institute,Data Entry,Female,2828
Puri,2017,85d1ef81-b5f5-45fd-93a6-39ffc7f66ab7,Nilachal ITI,Fitter,Male,--
Rurkela,2018,e4272524-9993-41e5-83a7-600bccfd21c3,Konark Skills Center,Welder,Female,2138
Cuttack,2023,95018a74-f0e1-4ea0-8f2e-6ee0c22d5a6e,Bhubaneshwar Technical Institute,Mechanic,Male,--
Purry,2021,8dc0fa92-b71e-46ef-bf2f-681e8de7a12d,Chilika Vocational College,Electrician,Male,NaN
Cuttack,2020,74366906-d2bb-4c44-9957-90c9e7fe3bd4,Konark Technical Institute,Data Entry,Male,234
Purry,2019,bc4d0069-79e3-4098-ac6b-c3367db92846,Barabati Vocational College,Data Entry,Other,13
Sambhalpur,2019,dd61730b-5efe-432c-aaf6-8f57701dc761,Utkal Vocational College,Mechanic,Other,2056
Sambalpur,2021,7afa610c-8006-4f89-b7bd-a64d1045f87d,Odisha Technical Institute,Data Entry,Female,NaN
Purry,2018,20f88eac-1392-486d-a802-153d76f7d7d1,Cuttack Skills Center,Fitter,Female,1370
Cuttackh,2023,897bc49d-9b41-46d4-b68c-9deaca328ebf,Bhubaneshwar Skills Center,Mechanic,Female,1886
Sambhalpur,2022,92e1fbc0-f890-4d18-8874-b98d1582a275,Nilachal Training Institute,Fitter,Male,--
Sambalpur,2017,a4aa440f-74db-4194-9d5e-8f2c39240e23,Barabati Training Institute,Electrician,Male,--
Bhubaneswar,2016,0aae2523-2926-4dc7-8cc5-0620a2c7ca50,Utkal Vocational College,Electrician,Female,15
Sambhalpur,2022,398e1c11-79ff-4799-81b5-b4d94719a40b,Utkal Training Institute,Electrician,Male,1065
Purry,2020,1dedc0fb-5c7a-4f00-8660-8cf509f114d3,Utkal Training Institute,Mechanic,Other,NaN
Puri,2024,5771f4cf-51af-4035-80be-e2989640f569,Nilachal Technical Institute,Fitter,Male,NaN
Sambalpur,2018,edecae6a-68ee-4fdb-8054-a1debd40659e,Odisha Training Institute,Electrician,Other,2314
Bhuvaneshwar,2023,15a16bb6-d43b-4ff3-8ef9-0eae8282a46c,Nilachal ITI,Electrician,Other,NaN
Bhubaneswar,2019,74cc7889-ca55-4921-bc8e-2ed7a52bdb1c,Nilachal Vocational College,Data Entry,Female,2385
Rurkela,2018,47d2151e-392d-4cda-b964-9f94d40b6abc,Bhubaneshwar Training Institute,Welder,Female,NaN
Purry,2018,e6199d55-8e36-48e8-89de-79641d0c5184,Utkal ITI,Electrician,Female,NaN
Rourkela,2020,f63b2c0f-7fa6-4b26-87d6-c841af82e413,Cuttack Skills Center,Data Entry,Male,--
Rurkela,2017,6719f379-a846-49fe-9428-3c61f97790b2,Kalinga ITI,Fitter,Male,--
Rurkela,2018,ad65e0fe-ba58-47ee-8fcb-77abc7635785,Chilika ITI,Fitter,Male,172
Purry,2015,a238f54b-a05a-482f-bf7b-4b3f0a40b93a,Bhubaneshwar Training Institute,Welder,Female,NaN
Sambhalpur,2019,e059f743-590b-472d-9b60-a402cb9ca88c,Utkal Technical Institute,Mechanic,Female,52
Cuttackh,2021,828f479a-51a9-4ff5-8e0b-29857c0591f1,Cuttack Technical Institute,Fitter,Female,NaN
Purry,2015,e83c77a1-3155-4a42-9eac-4a1554da025a,Jagannath Training Institute,Mechanic,Male,2383
Bhubaneswar,2015,fc058808-c469-46af-9b25-a37e919826ea,Kalinga Vocational College,Data Entry,Male,--
Rourkela,2023,3d097c1f-5346-49f5-a337-22ff8a11bab8,Konark Vocational College,Electrician,Male,NaN
Sambhalpur,2015,23e4beaf-b865-49d5-a42c-14aca9638663,Odisha Skills Center,Data Entry,Female,NaN
Sambalpur,2019,4767cdc8-e688-4950-9c98-2e6d08709a73,Nilachal Skills Center,Electrician,Male,NaN
Bhuvaneshwar,2017,30f35dc3-99d7-4738-8e40-2804d3c5eaa4,Odisha Skills Center,Electrician,Other,NaN
Puri,2024,2ec571f4-9562-4b92-bc4c-3c4ec467b3df,Konark Vocational College,Electrician,Female,241
Sambalpur,2021,904435ef-ac9d-48ef-94c6-423e72b3f2cc,Cuttack Vocational College,Data Entry,Female,--
Cuttack,2024,f172a0b2-07f5-44cf-806c-f48950f27dcc,Nilachal Skills Center,Data Entry,Male,--
Sambalpur,2021,50632ef1-843d-4a3b-ba57-e6fe691ba646,Jagannath Skills Center,Data Entry,Female,--
Rourkela,2015,74c217b6-e57a-42cf-aba4-5a3ad8f1d3b3,Kalinga Skills Center,Mechanic,Other,--
Rourkela,2020,0df682ea-fa24-4ca1-a3e8-e6800228ad07,Utkal Skills Center,Fitter,Female,1605
Sambhalpur,2018,a287fc6d-f6aa-4893-b7df-f112bd275765,Barabati ITI,Welder,Female,NaN
Rurkela,2024,327cff9d-5ae8-492c-8489-d6d7131fc388,Barabati ITI,Data Entry,Male,65
Cuttackh,2018,47736caf-a81f-49c0-8f15-84cf75693284,Utkal Vocational College,Fitter,Male,--
Cuttackh,2024,e53428c5-afd1-4343-8e1f-9be02f97e3ae,Bhubaneshwar Skills Center,Fitter,Male,--
Rourkela,2020,a61d0ed9-aeb4-4cf3-9bea-228558ab65d0,Barabati Technical Institute,Fitter,Male,568
Bhuvaneshwar,2016,c179981c-5629-4311-b80f-a0c559266a34,Kalinga Training Institute,Electrician,Male,NaN
Purry,2024,4458ce41-51d1-4edf-ac7c-2bca38135dad,Cuttack Skills Center,Data Entry,Male,1319
Bhuvaneshwar,2018,d9738a63-c262-4e44-afdd-42c0484c6265,Jagannath ITI,Fitter,Male,108
Cuttackh,2017,f066891e-c243-4625-b33e-b51609380789,Chilika Skills Center,Mechanic,Other,--
Rurkela,2023,97ee66ea-b54d-43d4-8422-5042eb1be442,Utkal Technical Institute,Electrician,Male,--
Cuttack,2021,77cdce3a-74be-4c30-a9c6-2574ad72aa9f,Odisha Vocational College,Welder,Male,NaN
Sambhalpur,2023,dfe105aa-80da-47fe-b7ba-444fb2d3c152,Barabati Vocational College,Fitter,Male,--
Rurkela,2023,cd7038f4-f8d8-42ef-89bd-6c7b868fe763,Odisha ITI,Fitter,Other,NaN
Bhubaneswar,2020,2a2c8f9d-e071-4f7a-ad58-4d65967b35b8,Cuttack Technical Institute,Data Entry,Male,210
Bhubaneswar,2017,badbea35-e5c1-454b-b73f-256ba4f3c259,Utkal Training Institute,Mechanic,Male,118
Purry,2024,cc8f01f1-f932-48da-b996-9f5622ab2999,Cuttack Technical Institute,Electrician,Male,--
Bhuvaneshwar,2023,080233b1-eccc-4cc5-8325-2cec1b193089,Utkal ITI,Welder,Other,NaN
Sambalpur,2017,c79591e5-749d-4cd7-89e8-3067bd8226a6,Barabati ITI,Welder,Female,--
Bhubaneswar,2022,0257943b-aa84-4ec2-addb-e0d823cc6f7f,Barabati Training Institute,Welder,Female,NaN
Cuttack,2018,c4df0d2f-058b-47ea-86f8-aa1decf1f1ff,Nilachal Technical Institute,Fitter,Other,NaN
Rourkela,2023,7e96e4fe-4f73-483a-9e59-50fec18f8d47,Bhubaneshwar Technical Institute,Electrician,Other,63
Bhubaneswar,2019,fcb6f55f-116b-491f-b84b-8619c2833293,Nilachal Technical Institute,Welder,Other,1444
Purry,2019,4b88146b-2c7d-4b6b-8844-3b711ff294f8,Kalinga ITI,Electrician,Other,54
Rourkela,2021,718f512a-b026-4ee1-9b0b-e11d670c5dfb,Cuttack Training Institute,Fitter,Other,--
Sambalpur,2019,89940521-7de5-40e2-ab2d-baaa5df7b5eb,Odisha Vocational College,Fitter,Female,132
Purry,2015,f18ed53e-e47b-4030-83ff-f16cb15ea752,Barabati Skills Center,Mechanic,Female,1408
Purry,2016,e341d3fc-f14e-40fe-9843-64f5478c91ac,Konark ITI,Mechanic,Other,NaN
Cuttack,2016,fc4e6481-b1ad-4b8b-b3db-410405e263c7,Odisha Training Institute,Fitter,Female,2610
Sambhalpur,2024,68aab60f-6d72-4bc4-8d4c-b6114f852152,Odisha Vocational College,Mechanic,Male,198
Puri,2023,6b1ec96c-8595-46c3-94f2-125d7bc50aea,Barabati Training Institute,Electrician,Male,NaN
Rourkela,2016,26209882-45fe-422d-b377-1a8041d21a32,Cuttack Technical Institute,Mechanic,Male,--
Sambalpur,2015,c503e904-2046-492d-aef3-8b2ff5bde84b,Chilika Technical Institute,Data Entry,Other,NaN
Sambalpur,2021,f27ccee9-d2df-4ea2-8cf5-5e0c4ad7171b,Konark Technical Institute,Fitter,Female,934
Bhuvaneshwar,2020,b219aa6d-0f2d-4639-bf60-6d69f6107fd6,Jagannath Skills Center,Electrician,Male,NaN
Rourkela,2020,6a17f569-8c71-47ce-901d-8dc2423e2c4c,Barabati Vocational College,Welder,Other,2444
Puri,2018,ce21e01c-1d6f-4a80-9508-b722785329a9,Cuttack Vocational College,Mechanic,Male,--
Puri,2017,80885bf2-1e12-48be-bacb-222e04030ebe,Chilika Training Institute,Mechanic,Male,--
Bhuvaneshwar,2023,038711ad-c751-4f37-b758-f668769359d6,Cuttack Skills Center,Data Entry,Female,NaN
Sambhalpur,2021,53885f74-2833-4130-be00-00003b1e4290,Bhubaneshwar Skills Center,Fitter,Other,--
Bhubaneswar,2023,b16464e8-0c08-4916-86cc-82e1769727cc,Chilika Training Institute,Data Entry,Other,--
Puri,2021,39608241-4b33-43f3-a8dc-6db249072a0a,Cuttack Technical Institute,Welder,Other,NaN
Purry,2022,76ad3bb6-0776-4242-8135-2b00c92c2bcb,Chilika ITI,Mechanic,Female,--
Rurkela,2023,d7114818-4ed6-4164-a275-64fe3e88bcb6,Jagannath ITI,Electrician,Male,1350
Bhubaneswar,2022,c5ce3692-6c53-4408-a8ce-e611604f29c2,Nilachal Skills Center,Mechanic,Male,1474
Bhuvaneshwar,2023,9d128e4b-fdeb-4076-90f8-b02087b564d7,Bhubaneshwar Skills Center,Mechanic,Other,1686
Sambalpur,2015,e4636d0c-a842-4013-bb9e-535fdff6f83a,Nilachal ITI,Fitter,Other,NaN
Rurkela,2020,cf957d45-cfb0-48cf-99c8-bc5541a14527,Nilachal Vocational College,Data Entry,Female,NaN
Rourkela,2016,36baeaa4-c138-40b9-8f51-cc53ade7afde,Jagannath Training Institute,Data Entry,Other,--
Cuttack,2020,42c29d17-0e9a-4279-869a-bf22a39b3864,Kalinga Technical Institute,Welder,Male,155
Bhubaneswar,2015,836fe96e-3a42-49a1-b5e3-bde9cc4ff1cd,Barabati Technical Institute,Mechanic,Other,NaN
Bhubaneswar,2016,76cb28e1-cd84-4c95-99e1-be61fb8c799f,Bhubaneshwar Skills Center,Mechanic,Female,--
Purry,2024,e0db9308-9844-4343-9fd3-efc0713b4281,Barabati Skills Center,Data Entry,Female,105
Sambalpur,2020,9702fe56-eef9-44ab-800d-d675bd9d9d7e,Utkal ITI,Electrician,Male,NaN
Puri,2017,6768d40a-42d8-40a5-a48a-188f92cb5e1f,Konark Vocational College,Electrician,Female,239
Rurkela,2016,489bf679-292d-4002-92d8-212bd76b4a4d,Bhubaneshwar ITI,Data Entry,Other,204
Purry,2023,dae612b1-4852-414b-85b7-802b7794eab7,Bhubaneshwar Skills Center,Mechanic,Other,NaN
Rurkela,2022,edd8ece8-1af3-449c-9f07-bf99870372fe,Barabati Technical Institute,Electrician,Female,295
Cuttackh,2017,0f26ef72-310f-4de0-ae1a-309eef554b80,Jagannath Training Institute,Welder,Female,--
Puri,2021,c48eca3f-6d0e-4a2c-82fb-fdc717dedfbe,Kalinga Skills Center,Fitter,Female,NaN
Sambhalpur,2023,22ca4d6d-3ebc-4194-89d5-641dfa43c7bb,Chilika Technical Institute,Welder,Other,1113
Bhubaneswar,2021,43a85f46-d066-4e9e-956f-d7cf3f5992e6,Kalinga Skills Center,Fitter,Male,30
Bhubaneswar,2022,61033940-b078-41e7-9b76-4007ec1d9c52,Kalinga Training Institute,Welder,Other,--
Rurkela,2024,82963649-18ce-43e5-9f20-3b71d0ca8c48,Nilachal Skills Center,Mechanic,Male,NaN
Puri,2024,76b61e94-2a82-436a-9fec-3c82c9821c70,Bhubaneshwar Training Institute,Mechanic,Male,NaN
Cuttackh,2015,e5c4f606-14a7-491a-983c-c6ad5e01107c,Konark Technical Institute,Electrician,Female,1045
Purry,2020,0585dedf-0e8e-4ff7-b981-5276d11f0522,Jagannath ITI,Electrician,Male,1139
Sambhalpur,2015,e74da397-3df5-4eff-856f-25c03ee831ac,Barabati Vocational College,Mechanic,Other,2361
Cuttack,2019,32a3b4be-4553-4c86-b5d5-d68fc2492e9d,Cuttack Vocational College,Welder,Female,115
Rourkela,2021,5aa6479c-2791-4c8e-97c6-b6f3ba9513e9,Konark Skills Center,Fitter,Female,228
Rurkela,2020,aec0df66-ce5a-4bf3-a19f-0a24e367972a,Jagannath Technical Institute,Mechanic,Other,NaN
Puri,2016,f8f614ad-0740-4cda-8bc7-d6aa781021a1,Barabati ITI,Electrician,Female,149
Purry,2020,c8340ef7-f7ae-4bd3-8b40-2706d0012dde,Chilika Training Institute,Data Entry,Male,--
Purry,2022,6143e9c4-35c1-42a0-94a2-71ceb056e2c1,Utkal Vocational College,Electrician,Female,NaN
Cuttack,2020,e0163b1c-1766-4e7a-90b1-1b332358b5ad,Jagannath Skills Center,Electrician,Other,NaN
Sambhalpur,2021,349bf73a-27a3-41ff-abf8-106da63f50af,Chilika Vocational College,Mechanic,Other,200
Cuttack,2021,56289b9e-d255-4fe8-92b2-b7571f9bdf4c,Kalinga Training Institute,Mechanic,Other,2965
Bhubaneswar,2021,11039e7e-a311-4c9c-9bf5-e3a04201709b,Bhubaneshwar Training Institute,Electrician,Female,2687
Rourkela,2022,eb8f6af2-d601-436b-9784-f6e61d112177,Jagannath Vocational College,Welder,Male,--
Purry,2015,2333c422-a3dc-4212-86ea-b78ce6a697fc,Konark ITI,Fitter,Male,271
Sambalpur,2017,7d2202dc-02f6-4d3e-a111-fe2d071bcd2a,Jagannath Vocational College,Welder,Other,1412
Bhubaneswar,2016,66ea359e-bcac-4209-bf72-dfa41a3ade24,Barabati Vocational College,Fitter,Male,1137
Rourkela,2015,0d818d84-3432-49ba-9543-431ca64d2f1c,Konark Skills Center,Welder,Other,NaN
Cuttack,2021,df033e96-5c48-48f1-8875-df32c8b81d4e,Odisha ITI,Electrician,Male,NaN
Sambhalpur,2015,fa4f2ffc-134c-4645-ad31-7a3e20eb968b,Utkal ITI,Fitter,Female,--
Sambhalpur,2019,29f8a38e-43c8-43fe-8f2d-c250acc60992,Jagannath Vocational College,Mechanic,Other,--
Sambhalpur,2016,c8bfbe4a-6c80-4a41-9d57-077aa59007bd,Barabati Training Institute,Fitter,Other,1060
Rurkela,2015,fc804f90-a76b-4d80-b00f-a7aced6daec9,Jagannath Technical Institute,Electrician,Male,--
Rourkela,2020,c10e07c1-bf8e-4640-be8d-544af23c3d37,Bhubaneshwar Skills Center,Welder,Male,--
Rourkela,2015,8f7f6d81-333e-4a4f-90f9-2d7b5d93dbf0,Barabati ITI,Mechanic,Male,--
Bhuvaneshwar,2024,50e2f229-22d6-4d79-ab76-5b4043f8bcc7,Bhubaneshwar Technical Institute,Fitter,Male,--
Cuttack,2023,1faa6188-1eb3-44dc-aca6-cbcac6637058,Cuttack ITI,Mechanic,Female,126
Bhubaneswar,2016,f69c2ed6-1bd1-46a5-a8cb-a1dfd51ffbfe,Chilika Vocational College,Data Entry,Male,274
Rourkela,2017,c3b2d4cf-ab06-4e7b-900b-25b9af77a587,Jagannath Vocational College,Welder,Male,NaN
Sambalpur,2015,9c71aebd-b725-418d-9224-e4279f053fa7,Cuttack Vocational College,Fitter,Female,241
Rourkela,2020,24446c8d-bc0c-425c-8527-8bc74fa3230b,Utkal Vocational College,Electrician,Female,2432
Bhuvaneshwar,2018,15d4542a-b3a7-4fe1-8ac7-78cf69c01379,Jagannath Training Institute,Data Entry,Male,NaN
Purry,2018,d3b84f55-d9dc-492c-8674-4dbb88b03070,Kalinga Technical Institute,Fitter,Female,NaN
Cuttackh,2024,70475317-35ab-4593-9088-8c745456dcc2,Cuttack Skills Center,Data Entry,Female,1513
Rurkela,2024,e0bda058-ff2b-47e1-8623-7cc4c3605570,Barabati Training Institute,Fitter,Other,256
Rurkela,2018,277b35aa-f8a2-48a9-890a-697b51153d21,Kalinga Training Institute,Fitter,Female,90
Bhuvaneshwar,2015,b84736f2-2093-4d12-87ab-f7ad66c722f6,Chilika ITI,Mechanic,Male,2397
Puri,2022,0f5de2ac-5e66-41de-9ff7-386ba422c6cc,Nilachal Vocational College,Welder,Other,NaN
Rourkela,2018,d9fcd8b5-450b-405b-9b41-618688aae39a,Utkal Technical Institute,Fitter,Other,NaN
Cuttack,2019,da2329c8-d128-480b-949d-94e29caeb54f,Barabati Skills Center,Fitter,Other,194
Rurkela,2019,0809cb51-f7ad-4af9-8f9a-13b3a82b29ee,Chilika Training Institute,Fitter,Female,1015
Sambhalpur,2021,22316896-3106-45c1-8c8f-fff12ed747d0,Jagannath ITI,Mechanic,Male,2833
Bhubaneswar,2018,5ed50843-8e1e-4f05-98eb-1b1c31e1ed5e,Utkal ITI,Fitter,Female,NaN
Bhuvaneshwar,2024,590a446e-d352-4803-bae0-9dba97d974e9,Jagannath Training Institute,Welder,Male,--
Rourkela,2017,34cd130a-b193-4e29-8e53-9f2282dc6f92,Barabati Technical Institute,Data Entry,Male,NaN
Cuttack,2015,eed5da65-bc9f-4e93-ab6f-0a98f2f2117b,Konark Skills Center,Data Entry,Female,30
Purry,2020,a51432f8-e03a-4a06-9550-7cf0a0eab37e,Utkal Vocational College,Data Entry,Male,81
Bhuvaneshwar,2016,07bf1bb8-8493-4b3d-820b-337c2be0881f,Barabati Vocational College,Fitter,Other,--
Rourkela,2023,ce4d2b97-ed12-4765-872c-365156083dd8,Kalinga Training Institute,Electrician,Other,2406
Rurkela,2022,df73a648-0baa-4cff-90ef-5abd7eef3275,Konark Vocational College,Data Entry,Female,--
Cuttack,2024,822bc34c-aa68-47c0-b750-75587f404316,Kalinga Vocational College,Electrician,Other,--
Bhubaneswar,2020,e1eccef3-afa5-4f5f-95fe-26f416892173,Jagannath Skills Center,Data Entry,Other,2452
Rourkela,2023,7378fccb-d23f-4b12-a165-4f53e4486bc1,Cuttack Vocational College,Welder,Female,NaN
Cuttackh,2019,425e03bc-5c57-4283-b639-be00ceec6f6d,Utkal Technical Institute,Mechanic,Male,--
Bhubaneswar,2017,4b70d3dd-d28b-42f4-8a39-04f7c9d22116,Kalinga Vocational College,Welder,Other,219
Rurkela,2018,2e4b24e1-5bae-4fd4-a1aa-a0f0e97d58b3,Utkal Technical Institute,Welder,Female,--
Bhuvaneshwar,2023,792e3062-b383-4ee1-b428-941d47cec420,Utkal Vocational College,Electrician,Male,NaN
Purry,2020,40cbf2c3-7b80-4e1b-bd18-9f807e0a096e,Cuttack ITI,Mechanic,Other,144
Cuttack,2015,46024eec-e8e5-4eba-8752-a7b94907bb41,Utkal ITI,Fitter,Female,65
Cuttackh,2020,cb58cbef-43b9-4c43-a3f9-02bc90c432df,Konark Vocational College,Mechanic,Female,2409
Rurkela,2020,4e5dd2ed-08af-4c2d-beca-cda49659533d,Cuttack Training Institute,Welder,Male,2833
Puri,2015,0d88de48-ce86-455d-8845-94366d58ea8a,Chilika Vocational College,Fitter,Male,--
Puri,2015,62f3c49a-023a-42b0-af4c-7ffd0c7ebc71,Barabati Skills Center,Mechanic,Male,NaN
Purry,2015,82d321df-dfb0-4ec0-8835-eb99917c1c85,Konark Technical Institute,Data Entry,Male,NaN
Cuttackh,2018,4c32e1a1-63e2-4bd0-a2be-550fec869343,Kalinga Skills Center,Welder,Other,NaN
Sambalpur,2016,f5d50ba8-203b-4f17-af34-33138bdcb8d9,Konark Vocational College,Fitter,Female,NaN
Bhuvaneshwar,2024,5d3939b0-751d-4be7-abed-b162bde11274,Bhubaneshwar ITI,Welder,Female,88
Rurkela,2021,35387491-cd65-4a85-9d71-0ec4ce64ebb5,Cuttack Training Institute,Mechanic,Other,NaN
Puri,2017,3a55af20-97fc-4fa2-b66f-61497f30d8ac,Nilachal Skills Center,Electrician,Male,264
Bhuvaneshwar,2021,ff5ebfcb-d0c9-40c4-a2ce-c61bc9001271,Konark Skills Center,Data Entry,Male,149
Rurkela,2015,a6ce6b4d-e738-4b30-9a04-d51d8ffe2a70,Konark Technical Institute,Fitter,Other,1477
Sambalpur,2021,cdf13dcf-a739-4b7d-8a4e-0de5dd8729e4,Barabati Technical Institute,Welder,Female,104
Purry,2017,19c5e478-9533-422d-854c-71d8613d22c9,Bhubaneshwar Training Institute,Mechanic,Male,--
Sambalpur,2020,e2cdd04c-05aa-4be7-9f0c-6e1323c44489,Odisha Training Institute,Mechanic,Female,NaN
